,user_id,item_indices_seq,review_titles_seq,review_texts_seq,ratings_seq,helpful_votes_seq,verified_seq
12979,AEQOXI4SWJIEGNZTEE67WFH44W6Q,[541],['Five Stars'],"['I like it, so does my friends']",[5],[0],[1]
12980,AEQOZEU6RHNN3PR2DUDEAHGL7U7Q,[541],['Love this!'],['I love being able to reload my Amazon card automatically!!!'],[5],[0],[1]
12981,AEQP24CPYSFPFAAS3QYAEFT4PB5A,[450],['Mattress'],"['Crazy gift don’t even remember what all bought with that card. O, wait a new mattress and topper thanks dad love you bunches']",[4],[0],[1]
12982,AEQP32NIMOYGWZ2T63PIBDMAT5GQ,"[89, 541]","['Easy', 'Easy']","['Easy', 'Easy']","[5, 5]","[0, 0]","[1, 1]"
12983,AEQP4V7UXOY6PWPVE5PXMEB7ZC4Q,[541],['nice gift for Kindle owners'],['nice gift for Kindle owners'],[5],[0],[1]
12984,AEQP5HHLHSWZARI2NYNF2PTEICLA,[541],['Not accurate picture size'],['Too small'],[1],[1],[1]
12985,AEQP7IFOCSKFZ5FFMTK4VG3S45CQ,[89],['excelente opción para recargar tu saldo en amazon y además a veces dan ñapa'],['excelente opción para recargar tu saldo en amazon y además a veces dan ñapa'],[5],[1],[1]
12986,AEQPAOJ2ZZVNZA7DCSH562EWECZQ,[69],['Gift cards'],['I told all the kids that the Amazon gift card is great for my gifts.  No hassles and I can get what I want.  Great gift'],[5],[0],[0]
12987,AEQPCFOTRA3IL2KQYQGIVXX6DASA,[541],['I got extra $10'],"['Yes, I got extra $10 on my first time reload.']",[5],[0],[1]
12988,AEQPCWJQBHQ4O65THXYHRC5JRY4A,[719],['Gift Cards'],['Great way of making smaller purchases and able to take advantage of credit interest promotions on amazon store credit card.'],[5],[2],[1]
12989,AEQPFL23BELVWO2JLGGBG27DL4IQ,[541],['Not bad!!!'],"[""I had forgotten that I had reload until I was placing an order and the discount was there. My purchase price was lower to my amazement. It's good to have.""]",[5],[0],[1]
12990,AEQPIZYNRC2TLWDLLFXTSCVMY7VA,[89],['Easy to use with no fees'],['Easy to use! Just type your amount and it will be added to your amazon account. Does work on visa & mastercard gift cards. No extra fees.'],[5],[0],[1]
12991,AEQPPSKMP6RUIYH5FSER5SB43P4A,[541],['Gift cards are the best'],['Love gift cards that can be used to purchase items in Amazon'],[5],[0],[1]
12992,AEQPRMJRJFO6WCIZFD33XEEXELVQ,[541],['Ripp off'],"[""They didn't give me the full promo for loading my card. I tried 3 times.""]",[1],[0],[1]
12993,AEQPUVXI3QJYVRDKI7HU3JFOTC2Q,[541],['Five Stars'],['good deal. Looking if amazon could add similar deals again'],[5],[0],[1]
12994,AEQPVJAF4JHTIPGX5UWJZDMK7ZKQ,[541],['A+'],['A+'],[5],[0],[1]
12995,AEQPVRRNMZPGKREGTJDYZYIXKURA,[101],['Does not indicate the amount'],"['I bought 4 $50 gift cards and 1 $100 , all gift cards were in the same box and none of them indicated the amount. Which I had to call twice to find out which was the $100 gift card.']",[1],[1],[1]
12996,AEQPWU3442MS3JSWNJSEFW3N3DTQ,[541],['Five Stars'],['Fast and convenient.'],[5],[0],[1]
12997,AEQQ3UE3Y3EP6YQZLN45HU4PALTQ,[89],['Worked perfectly'],['No issues here'],[5],[0],[1]
12998,AEQQ5E7O35RB4BNBAE7XX2URF77Q,[541],['Can’t get it to load itself.'],['Good while it lasted.'],[5],[0],[1]
12999,AEQQDADETWCOUUDF7R667W3RU6PQ,[541],['Great for keeping bank account balanced'],"['It says 10 off when reload 100.<br />It doesnt give me 10 iff when i reload 100$.<br />Otherwise its great, and easier to keep checking account balanced with one transaction taken out, instead of multiple.<br />Still worth it without the 10$ off insentive on 100 dollar reload.']",[4],[1],[1]
13000,AEQQFTZQMPDNUV4QAUN2AKJMO63A,[670],['Five Stars'],['Great gift'],[5],[0],[1]
13001,AEQQHDQLJX3YANS5H5TKXWB5H6WQ,[269],['No Tuseable. NO REDEMPTION/ACTIVATION CODE'],['I called the number on the card. Their customer service reps ( 2)  said Amazon could activate the cards. Amazon could not activate the cards. I sent a picture of the front and back of card.<br />I would NOT buy!'],[1],[0],[0]
13002,AEQQHUSOOZFTD5T4MPVBM2RCHTNQ,[541],['Five Stars'],['GOOD'],[5],[0],[1]
13003,AEQQIRYH5PGAPUP6XGH25WURRL4A,[541],['GREAT'],['Best deal'],[5],[0],[1]
13004,AEQQJGHLGRBHIBWSCG6VWYT5YDIQ,[541],['Got some extra money for using Amazon card.'],['Extra bonus'],[4],[0],[1]
13005,AEQQKDUSQ3OCEVDLIIPWVRFSBLSA,[250],['Heavy breathing'],"[""At first I thought about getting off my couch and going to do something physical, like go buy a gift card at the store for the exact amount I wanted to give as a gift. Then I remembered I'm American, and paid a little extra to not do a damn thing but move my thumbs. I didn't break a sweat or burn more than five calories. I highly recommend.""]",[5],[6],[0]
13006,AEQQKMHODA6VS6DA7G26MX7PGEIA,[563],['Perfect addition to a simple gift card gift'],['Bear is soft and high quality. Perfect addition to a simple gift card gift.'],[5],[0],[1]
13007,AEQQLJUGPFRG4WOEJNF5YL2AJJXQ,[541],['I liked that Amazon Balance Reload allowed me to put in ...'],"['I liked that Amazon Balance Reload allowed me to put in the remaining balances from my prepaid VISA cards to my Amazon Gift Card balance. More to this, they allow this even to a reload amount as low as 50 cents']",[5],[1],[1]
13008,AEQQMISMIVGBWYDVYKV4MKHTO7IQ,[541],"[""Free $10 credit on first reload of $100+ ... Can't go wrong there.""]","[""Free $10 when reloading $100+ your FIRST TIME ONLY. Can't go wrong there...""]",[5],[0],[1]
13009,AEQQMKIGECAGZIKXU5RSICFQSAGA,[250],['Easy to use'],['Very good deal'],[5],[0],[1]
13010,AEQQZ7KZ236XN553YS3M5IJIBLYQ,[541],['Love Amazon gift cards!'],['So handy and easy to use!  I ordered a new monitor on Sat. afternoon and it was at my front door Mon. am.'],[5],[0],[1]
13011,AEQQZFJIAILD7VTC3HGLL7SMU2OA,[541],['$10 off each reload! My own personal coupon smile'],['I like that I’m getting a deal as I always shop on this site. Can’t beat $10 off each reload! Smiles'],[5],[0],[1]
13012,AEQR47BEMUTDUKBZ3PJIRPRSLQTA,[541],['Five Stars'],['Seriously a review on a gift card'],[5],[0],[1]
13013,AEQR67DHMBUN2FLRN553NVIBCSVQ,[250],"['Good, real good.']","['Good, real good.']",[5],[0],[1]
13014,AEQR7NMWTOAZUUCWZVOVHK5IYY7Q,[69],['The perfect gift!'],"[""You can never go wrong with an Amazon giftcard. I'm always able to put them towards my desired items in a very convenient manner.""]",[5],[0],[0]
13015,AEQRCXXD57VSZRMJTO76RJ2G7DWA,[89],['Always as fast and simple process'],"[""Comforting to know that I can reload so fast especially with last minute shopping. Doesn't take forever to post and never had any tech issues with processing payment""]",[5],[0],[1]
13016,AEQRE7GWKB335CFMZKM5JYMAPCRQ,[541],['Never again.'],['Unsatisfied with this product ordered.'],[3],[0],[1]
13017,AEQRJUNZY4BUFC26RQE3SIU3AB4Q,"[539, 329]","['Excellent', 'Love it']","['Great Gift...', 'The best way to make a gift....']","[5, 5]","[0, 0]","[1, 1]"
13018,AEQRMMXU3S67ZQOQRCP73OBZBOAQ,[541],['Got it immediately!'],['Quick and easy to get my gift card!'],[5],[0],[1]
13019,AEQROQIQN5EC6CRNMELVJFYMNV2A,[541],['Nice'],['Looks'],[5],[0],[1]
13020,AEQRP2U54LMWQJWVRWDUE67E3OBQ,[255],['Great desigm'],['This is adorable and very well received.'],[5],[0],[1]
13021,AEQRRRQGPHLXPKLWMVQGKXMMQ4UQ,[127],['Five Stars'],['This gift card in an attractive red ornament tin was well received. Everyone thought it was a handsome gift.'],[5],[0],[1]
13022,AEQRVU3HY3VGY7N3XBSYOJUCBMFA,[541],['Five Stars'],['great!!!'],[5],[0],[1]
13023,AEQRW7QOXMO5OGETHEXQB5WOAQ2Q,[541],['Five Stars'],['easy'],[5],[1],[1]
13024,AEQRXHO5TN3SEQ53EIYXOMWLEOWA,[541],['well'],['its a gift card and it worked. not much more to say'],[5],[0],[1]
13025,AEQRZDIQXCGCYAAEC5KRGQVLBWXA,[89],['Gift cards'],['Easy to use and have it delivered by email whenever you want. Amazon products are of great value.'],[5],[0],[1]
13026,AEQS2RQKF45CE7AIGK5BM2VDS46Q,[135],['As easy as it gets'],['As easy as it gets'],[5],[0],[1]
13027,AEQS7CVNISNLZ3U76ZHQKFOC33GQ,[541],['Great for those who use Amazon frequently.'],['Makes shopping easier. Amazon does it all well.'],[5],[0],[1]
13028,AEQSBPBTSREP5HHHSULDORMJ2Z4Q,[269],['Excelent'],['Excelent'],[5],[0],[1]
13029,AEQSDHIIYB2PPEFV5SMPZNQD62IA,[541],['Security sucks'],"[""This is what someone used to steal money from my debit card. Although I got my money back. The person was never caught. I still don't understand how someone can purchase a gift card and Amazon can not track the purchases of the gift card. The person did this with several gift cards.""]",[1],[0],[1]
13030,AEQSGHJWITSGZTVMKYCAUBL3KY3A,[127],['Five Stars'],['Nice that the tine can be saved as a tree ornament.'],[5],[0],[1]
13031,AEQSGJMBOTZ3MASVSJJ6CSHJSIIQ,[101],"['Perfect gift, if you only buy one at a time!']","['Cute presentation! But... I bought multiple gift cards in multiple denominations and when they shop there is no way of knowing which card is which denomination. It took calling customer service, being transferred 3 times and about 25 minutes to get it figured out. It’s a flaw in their system that once they get figured out I’ll give 5 stars :)']",[2],[0],[1]
13032,AEQSH36F452NX6RCNGBR5ZW7W46A,[735],['Five Stars'],['Perfect gift for the hungry college student'],[5],[0],[1]
13033,AEQSJAJ4WPVBYTMV6JKFYCJA4LYQ,[135],['Good'],"['Works great. Benefits: use instead of cash, great to have handy that way you don not have to carry around the rest of your wallet.<br /><br />Cons: had trouble using at gas stations']",[5],[0],[1]
13034,AEQSK3JGMLY3MAU5B4HCDXP4ZFWA,[541],['Five Stars'],['Great!'],[5],[0],[1]
13035,AEQSL4I7YYQV74EFSN7CDZ6275VQ,[1020],['Five Stars'],['Super cute bear. Very soft and nice to cuddle with. A great addition to a simple gift card.'],[5],[0],[1]
13036,AEQSNMVVBPDRY32KQEPTCH4ZFULA,[541],"['good, i like it']","['good,i like it.']",[5],[0],[1]
13037,AEQSOUY3R2FLEVSWM6RPVVK7GO6Q,"[1031, 328]","['Don’t purchase', 'Don’t purchae']","['I bought these for my family for Christmas and they haven’t been able to use them. Don’t waste your money. I am out several hundred dollars.', 'I bought these for my children for Christmas and they haven’t been able to use them no matter what they do. I am out several hundred dollars. Don’t waste your money.']","[1, 1]","[0, 2]","[1, 1]"
13038,AEQSPPUOTKDMENVRODDSGTH5HJ7A,[101],['It’s a Christmas pop-up box...see the tree?'],"['Quick, free delivery (at least with Prime) and a cute little presentation box for the gift card. Much better option for Christmas gift giving that can be opened rather than an emailed Amazon gift code.']",[5],[0],[1]
13039,AEQSU5UWAXGKOWM6AGCUZNJIHVTQ,[541],"[""It's money to use on Amazon""]","[""It turns money to be used in general into money specifically to be used on Amazon and ensures that my three million and fifty-nine ebook purchases don't force me to go through an entire check register every month. So . . . good.""]",[5],[0],[1]
13040,AEQSUEBC4YFFIIZJC4BNZOFEK4XA,[541],['Easy to use'],['Easy to use'],[5],[0],[1]
13041,AEQSX2OQQJRCOI7M5V5YJWVZDNCQ,"[912, 373]","['Five Stars', 'Five Stars']","['My step brother really liked this colorful case...and of course, the gift card inside!', 'Nice, high quality tin to add to a generic gift card.']","[5, 5]","[1, 0]","[1, 1]"
13042,AEQSXJOD5D2UTDR3YFC7KXONQJJQ,[541],['GREAT'],['GREAT'],[5],[0],[1]
13043,AEQSXYOW62CFXQKKD4UMLEKLJR7A,[127],['Gift with Meaning'],['Cute tin design for the gift card. Makes the gift that much special.'],[5],[0],[1]
13044,AEQSY7EFRVD55VPG2GQYVOXBVB4Q,[89],"['LOL, really?']",['Really? It’s reloading money into an account. How difficult can that be?'],[5],[0],[1]
13045,AEQT24MOD5EZWIKLP4UDVTXHESBQ,[541],"[""didn't get the promo $10""]","[""Decided i'd try this for the pomo $10 for loading money onto it. Never got the promo $10... shocking""]",[1],[1],[1]
13046,AEQT2LTU2MNVZFZLYLH2NVOPJOJA,[541],['Yeah'],['Yeah'],[5],[0],[1]
13047,AEQT2RXSD77CER3VAHFD5PIJGIBA,[101],['GC'],['Just the easy way to go for gift'],[5],[0],[1]
13048,AEQT5OZFTCLMJ5ESNSZIZNBF45KQ,[328],['Ok'],['Ok'],[4],[1],[1]
13049,AEQT6JPYEF45ZLQIE6DQ3F4RMXZA,[127],['Beware - your card may have already been redeemed!'],"[""I ordered two of these gift cards as Christmas presents. Gave them to my bosses before Christmas. After Christmas, one of them told me his card had no value. It had already been redeemed (and not by him or me!!!) While Amazon offered to send another card right away, I insisted on a credit to my account. I don't know how this happened but I would not order them again due to the aggravation and embarrassment this purchase caused.""]",[1],[33],[1]
13050,AEQTCJ2PBPJSZDIH3WM7GYWX5CQQ,"[1014, 447]","['No gimmick, as described', 'Nice gift']","[""Amazon has a wide variety of gift cards and is a one stop shop if you have several you need to buy as gifts. The only complaint was shipping time, it took about 2 weeks to arrive. I sent it directly to the person it was for, but there wasn't an option to enclose a gift note telling who the gift was from and hiding prices on the invoice. That was the only negative about the purchase."", ""Amazon has a wide variety of gift cards and is a one stop shop if you have several you need to buy as gifts. The only complaint was shipping time, it took about 2 weeks to arrive. I sent it directly to the person it was for, but there wasn't an option to enclose a gift note telling who the gift was from and hiding prices on the invoice. That was the only negative about the purchase.""]","[4, 5]","[11, 16]","[1, 0]"
13051,AEQTEKET7O7FHQ4RPISMNXTFCIXA,[135],['Do t waste your time or money'],['If you want to spend lots of time with card services proving you bought this card go ahead and purchase. Otherwise get your gift card elsewhere.'],[1],[0],[1]
13052,AEQTF5PCDDFB7FZY64B55P4X3PGA,[541],['Trust worthy and too easy!'],['Amazingly easy to manage!'],[5],[0],[1]
13053,AEQTG4VQ2K4OELZ3MILYN3THDT3A,[541],['Cool'],['Muy buena'],[5],[0],[1]
13054,AEQTG5U25ANQP7M2CK2QVQWRRRRA,[792],['Five Stars'],"['Love Love Love... Soft, cuddly, cute :)']",[5],[0],[1]
13055,AEQTGADRWOUW2VLWU5QPNJ4QPU7A,[541],['Excellent ways to shop'],"['I learned a new way to use gift cards, I love the reload feature, this is the first time I am using it, and great process for refund too. It is nice to learn a new way to spend money! I am proud for a 80 years old woman to learn!']",[5],[0],[1]
13056,AEQTGCKYKBZNSPGW6KSYDMZCUVCQ,[269],['Visa gift card'],"[""Great, convenient, gift. Doesn't take a lot of effort, just Money.""]",[5],[0],[1]
13057,AEQTGFZBH5T5IDNHNSPAX2HKAU7Q,"[143, 143]","['Five Stars', 'Five Stars']","['great presentation', 'great presentation']","[5, 5]","[0, 0]","[1, 1]"
13058,AEQTGJPMKVYBUIMT3N66QMM5JI5Q,"[143, 572, 295]","['He loved it.', 'Very nice to give as a gift', 'Son loves it']","['My brother loved it as a gift for his birthday. He loved the elegant presentation. Thank you !', 'Gave this to my brother as a gift, he loved the packaging', 'Gave this to my son for Christmas, he loved it !']","[5, 5, 5]","[0, 0, 0]","[1, 1, 1]"
13059,AEQTI45APZU7KFBSSJBR4SH443VA,[89],['Awesome'],['Glad that it was fast to do'],[5],[0],[1]
13060,AEQTLE6GYYJTT4JHNWJD6UTUEUJA,[541],['Good stuff'],['Super easy to use and upload gift cards to.'],[5],[0],[1]
13061,AEQTLKI5UNBT3KKHEUFSHSOY5RTA,[909],['perfect'],['cute'],[5],[0],[1]
13062,AEQTMV4QNSBSSGEAIW3V7HRFT6QQ,[89],['Efficent'],['Very good'],[5],[0],[1]
13063,AEQTPLTBZX7NK46EF662AGN3MEUQ,[541],['great value'],['it works well... worth the money'],[4],[0],[1]
13064,AEQTR5EE7PVQ2GQC3FUXYNB7MGAA,[101],['So Nice box'],"[""It's so nice gift package.""]",[5],[0],[0]
13065,AEQTRBP74AX7HC3TGJ4XNZBXGCDQ,[143],['Five Stars'],['Very nicely packaged!'],[5],[0],[1]
13066,AEQTRFOABVXPLW5LO5Z44J7ZSDUQ,[135],['Great Gift'],['Item arrived quickly. It was a birthday gift and fit well into a card. Very pleased.'],[5],[0],[1]
13067,AEQTTCABKM4GD66NGEWWTSBE2SGA,[89],['Planner'],['It was great but not what i was looking g for'],[5],[0],[1]
13068,AEQTU46QOJXGH7MIZTQDZI6JBCUA,[541],['Five Stars'],['Got me out a pinch.'],[5],[0],[1]
13069,AEQTU5N626HKK3GNQ4ASPCZTGK4A,[135],['Five Stars'],"['Nice,easy']",[5],[1],[1]
13070,AEQTUTLO2DFSQHWHVDRC7BTDDNYA,[541],['Convenient'],['Very easy to use'],[5],[0],[1]
13071,AEQTVW24LGY72HP5TT64QKQXF6JA,[541],['Very handy'],"[""As long as there's $1.00 left on a prepaid Visa card you can add it to your gift card balance""]",[5],[0],[1]
13072,AEQTXAVLJMLIZAFRFZIVC7BIXAJA,[541],['Five Stars'],['Thanks for the extra cash for buying gift card for a place I regularly use anyway!'],[5],[0],[1]
13073,AEQU2SVIDY55FAKZP3YTCZSCCTDA,[101],['Jazzy card'],['Fancy card'],[5],[0],[1]
13074,AEQU34OESCIRPD37QJXYT7VGOYQQ,[541],['Five Stars'],['The bonus made it worthwhile.'],[5],[0],[1]
13075,AEQU4MTTLPLEZUFU6KYWXP4D5NUQ,[541],['Five Stars'],['As described'],[5],[0],[1]
13076,AEQU5J3HVPA7WWS7SUXWVBN5ZRYA,[541],['Five Stars'],['very good'],[5],[0],[1]
13077,AEQUAQXNMF2BAZ7XXR6CIBNJKJ7Q,[127],['Five Stars'],"['Great packaging, and the gift card was much appreciated by the recipient.']",[5],[0],[1]
13078,AEQUASVMU3TPV74KFVUC2GS5BJRQ,[69],['Easy!'],"['The Amazon gift card is incredibly easy to use the process is quick, so I was quickly able to purchase Kindle books.']",[5],[0],[0]
13079,AEQUAXPXUDXBMXIZZUHZFVE5JPFA,[89],['Couldn’t use it on a Amazon wedding  registry'],['Wasn’t able too use it …couldn’t purchase a grift on the wedding registry.'],[1],[2],[1]
13080,AEQUBAZKE5UHRYCHCJ6OULB7KUVQ,[541],['I can think of nothing bad to say'],['Yay! Amazon money! How can you complain about that? I can think of nothing bad to say.'],[5],[0],[1]
13081,AEQUKZVU4FXMBGLZTHVBYYCTQUEA,"[127, 912]","['Gift card just as stated', 'Gift card']","['came as expected', 'Its a gift card as described']","[5, 5]","[0, 0]","[1, 1]"
13082,AEQUPFJRPYBMRGE64DSSLPCJ5HHA,[541],['Five Stars'],['Prefer amazon gift cards.'],[5],[1],[1]
13083,AEQUPG4LBIQBGEN36JJTYHPOO7NA,[410],['Aeropostale Holiday Gift Card'],['Bought this as a stocking stuffer for my daughter.  She was delighted with the gift and is anxious to put it to use.'],[5],[1],[1]
13084,AEQUPNLMWSULXXSYLWD56UQBFK4Q,[541],"['Great, but too much of it and you will have a suspended account']","[""It's a great way to combine funds from multiple cards into one. But my account was suspended when I suddenly bought hundreds of dollars worth of gift cards due to 'suspicious activity'. I hat to email jeff at amazon dot com to get it unsuspended but otherwise giftcards are great""]",[4],[0],[1]
13085,AEQUQPRFBC5E6YT2UT77F7NKJ2AQ,[541],['Gre'],['Great way to consolidate all my visa guft cards into one large usable balance on Amazon.'],[5],[0],[1]
13086,AEQUQYU6JCUTSQXGBJQZPUKAYOCA,[541],['I love this feature'],"[""I love this feature. It has worked wonders when I couldn't get to a store to purchase a gift card.""]",[5],[1],[1]
13087,AEQUTJXGLQCVIB2XJNTVH3EEBVCA,[737],['... were Christmas Presents for my 2 grandsons and they loved them.'],['These were Christmas Presents for my 2 grandsons and they loved them.'],[5],[0],[1]
13088,AEQUTN5A2U3NCK4S5PK3SP7QGBQA,[89],['great!'],['came through very fast!'],[5],[0],[1]
13089,AEQUUJICCPSTR42YZJOEQGY6IFFA,"[541, 89]","['Really easy to reload an Amazon gift card!', 'Pretty straightforward and instantly reloads your gift card']","['That was very simple and easy to do. I used a prepaid Bluebird card from American Express that I had received as a gift and applied $10 to Amazon. It took 30  seconds and I was done. I received confirmation in 2 minutes from Amazon and was good.', 'You get an email receipt and an instant card gift reload.']","[5, 5]","[2, 0]","[1, 1]"
13090,AEQUVUOWQYF4IDWWS4GWQJO5YACA,"[838, 656, 625]","['gift card', 'I think they just liked the dollar amount on the gift card and the ...', 'gift cards']","['Grand kids loved the gift cards.', 'the black gift box was a Christmas gift for one of my grandchildren.  I think they just liked the dollar amount on the gift card and the box meant nothing.  It is a sign of the times.', 'There is no better way to give gifts to the young who are very fussy than to give an Amazon gift card and they can pick out what they want.']","[5, 5, 5]","[0, 0, 0]","[1, 1, 1]"
13091,AEQUVYBB2GHPWGNZHLP24MLXALLQ,[541],['Five Stars'],"['Very easy, I like it very much']",[5],[0],[1]
13092,AEQUW52EQ2W25GTQCEMTCZLCO2ZA,[541],['Four Stars'],['I really like this it is very handy.'],[4],[1],[1]
13093,AEQUWC3ALRZFPJEENZDUEFEMVSEQ,[287],['Nice Envelope?'],"['They are great. Come in nice envelopes. I give them to my techs for ""Tech of the Month"" for $25. Its a gift card. Not sure how well you review them. :)']",[5],[2],[1]
13094,AEQUWELKM64KDCAX63CLLQUWP6WA,"[298, 298]","['Five Stars', 'Five Stars']","['Exatly what I wanted', 'Exatly what I wanted']","[5, 5]","[0, 0]","[1, 1]"
13095,AEQUYSNM3P7O37WJ6YCRTYVWXEUQ,[541],['Help me with this discrepancy!!!'],['I just received a MasterCard bill that Amazon was supposed to put the balance on and it turned out you charged me $100 on my card. Then purchased the shoes with my MasterCard. I have not tried to use the Amazon card because I was told the balance was to go on my MasterCard. Glad I hung onto the card. Can you let me know the balance on the card#THANK YOU'],[1],[0],[1]
13096,AEQV3NBHQLOGVOTKBOCZRKR6LXDQ,[688],['Gift'],['Gift'],[3],[0],[1]
13097,AEQV3RXAWZQPUAU74MLGYYXXYVJQ,[838],['Five Stars'],['Great presentation.'],[5],[0],[1]
13098,AEQV5AGJOU2S7HEQMM6LHYWTKYGQ,[912],['Five Stars'],['They made great gifts!'],[5],[0],[1]
13099,AEQV7JRIRETP64BWCS6SP3ALPLNQ,[524],['Five Stars'],['Mom loves Bob Evans so it is a nice treat for her'],[5],[0],[1]
13100,AEQVAVO2NCM2XCC5RLAL4SKKIJ4Q,[418],['Great for gifting'],"['These ship and arrive almost as instantly as the online codes and make for great gifts for the finicky or less well-known, especially in the 3-packs.<br /><br />Good designs, and, naturally, very flexible.']",[5],[0],[1]
13101,AEQVB4SWEH7ZI5KAJ4QVWTG6A7IA,[541],['once it was great and gave 10 bucks for 100 spent'],['once it was great and gave 10 bucks for 100 spent.  next time i expected the same did transaction and no benefit at all.  what is the point?  no reason to have them hold my money rather than just put it on the card when needed.  I tried to cancel or refund and there are no such options..  That alone takes one star.'],[2],[0],[1]
13102,AEQVDNJ3L7FCU22SMKP4XZGDRNUA,[69],['Gift card'],"[""I have received 2 Gift Cards for the past 2 Christmases.  I love them, because I could some CD's that I would not have boughten otherwise.  Thank you Amazon.com for having the Gift Cards.""]",[5],[0],[0]
13103,AEQVEZH7PTQHBTOWEXOTXNIPEUHA,[546],['No ornament'],['I specially ordered a gift card with a reindeer ornament inside and did not receive the ornament.'],[3],[0],[1]
13104,AEQVFCYVFSUPLWM4PHH5MPNI26BA,[101],['Love the box'],['Got the gift card in a day and the box looks expensive. Love it!'],[5],[0],[1]
13105,AEQVHFMPWBUMBOX2FMHHQNLGP6GA,[541],['Five Stars'],['Good'],[5],[0],[1]
13106,AEQVKIBIMTITBW6A4WJYVSNQ6VMA,"[250, 250]","['Four Stars', 'Four Stars']","['gift for grand daugther', 'gift for grand daugther']","[4, 4]","[0, 0]","[1, 1]"
13107,AEQVLMTCPI4NLDREZGT7G7YMMHMA,[915],['Thanks'],['So cute.  Nice way to give the gift.'],[5],[0],[1]
13108,AEQVLSXFLDHXTZYLZ3Q6YFL35WTQ,[792],['Love how convenient my shopping have been'],['Thank you Amazon! Love how convenient my shopping have been.'],[5],[0],[1]
13109,AEQVOCCCCI4C4KQZNQOKGZ2GI5EA,[450],['Scam!'],"['Do not EVER buy gift cards from Amazon. Two days after I registered the card, all the fund was stolen. Amazon was absolutely no help and horrible! Now, I understand why some reviewers wished they could submit negative stars.']",[1],[2],[1]
13110,AEQVUSS7S3T7TD5CPIKQ6MDFY6NA,[541],['Five Stars'],['very good. like it'],[5],[0],[1]
13111,AEQVXJLKYSDXWCFCTP3J6MHUKW5A,[541],['Quick & easy'],['What can be said? It’s super quick and easy to reload. Although now that I’m thinking about it honestly I probably wouldn’t reload and use as a gift for someone I guess you can but I just don’t think I would! I would instead probably just buy a new card…not to mention the fact that some of the packaging for/with the new cards are so stinking cute too so if for no other reason…that alone.'],[5],[0],[1]
13112,AEQVXWY6YLLWX7HKTYL6MDD3RRBA,[541],['always my goto that never fails'],['for the picky person or the person hard to buy for this is a must'],[5],[0],[1]
13113,AEQVY6FGFVPDGL7UFSPV6RW4VFDQ,[541],['Five Stars'],['Makes it easy to keep funded.'],[5],[0],[1]
13114,AEQVZ346AQTLWQSLIJUXX6ZNEWSA,[541],['Great'],['Great'],[5],[0],[1]
13115,AEQVZSUOPELTVWZ7YRXBUNJX5C7Q,[89],['The item broke first use'],"[""I didn't like the item it broke on first use""]",[1],[0],[1]
13116,AEQW2MRNG55TIPZXAPGGZV3BST2Q,[541],['A  Shopping Friend.'],['Use the CC On any Purchase gas Restaurants and build em for OnLine shopping with Amazon.'],[5],[0],[1]
13117,AEQW3JK25F5JLRDTKK4NAU6EIJKA,[89],['Pretty straightforward'],"['Not good or bad, just dollar-for-dollar money in an Amazon acct.  Not sure why Amazon wants this rated.']",[4],[1],[1]
13118,AEQW3LCSG7EYH35IY3OJVHALZ7LQ,[989],['I loved the packaging'],['I loved the packaging!! It was a last minute present. Also it arrived fast!! I will definitely purchase more in the future'],[5],[0],[1]
13119,AEQW5RDJUYIZN67O5C24B3LM4YXA,[541],['Five Stars'],['Very easy to do!'],[5],[0],[1]
13120,AEQW6SKHHD33UKGXDSFDEKHDVWQA,[541],['Five Stars'],['good'],[5],[1],[1]
13121,AEQWFG4RPWGIYSTT3F3LW5NVBOSQ,[269],['Don’t buy!!!'],['I got it went to use this item $25 gift card an couldn’t tried another place would not work called customer service said 7-10 days they would send me a new card because card wasn’t printed right seemed odd to me the expiration date was wrong on my card from what was on file for the card so it would not work I needed it an now aM out $25 till I get it in a week ridiculous not my fault couldn’t over night the card to me literally not my problem he gave a a case number he was really nice but come on 7-10 days when again not my fault it was made right now I have to wait when I needed the card in the first place ridiculous I’ll never buy a card off here again happy it was only $25 not the $50 card still upset'],[1],[6],[1]
13122,AEQWJK2F2SJURGLU6MEUMLV2IXNQ,"[339, 423]","['Five Stars', 'Five Stars']","[""What's not to like"", ""who wouldn't want one or two of these""]","[5, 5]","[0, 0]","[1, 1]"
13123,AEQWKI5IKKVXCNXFJQL6V6YMMM2A,[881],['Five Stars'],"['Best gift card to give someone, because everyone uses Amazon!']",[5],[0],[1]
13124,AEQWKPLRPXMKTMBOHTNH67KMEV2Q,[88],['0 customer service'],"[""Do not buy from this company. The cards didn't work properly and I was not able to get to a person. Super frustrating. I'm now going to have Amazon intervene.""]",[1],[2],[1]
13125,AEQWNQOGYAZD2C6ROBI7E2MR5WJA,[88],['The best for these times'],['Convenient. Quick. In these times it is a good long distance gift.'],[5],[0],[1]
13126,AEQWPJ6PSSKUWJBXD7DSEPO7NFWQ,[541],['Beware!'],"['As the flip flap does not stay closed, I had to rig a velcro clasp to keep close.  The apk download uses up battery life and the occasional ad is somewhat bothersome. Would not buy again.']",[2],[2],[1]
13127,AEQWT2ZXOSOLQJ4MMIGVS7PIE4WQ,[227],['The perfect gift!'],"['When giving, Amazon Gift Card is the perfect gift.  Everyone loves this gift!  As usual, Amazon is our answer to gifts for everyone!']",[5],[0],[1]
